encoderAngle, potentiometerVoltage
-696.26953125, 0.64453125
-696.708984375, 0.640625
-697.1484375, 0.6328125
-697.67578125, 0.64453125
-698.203125, 0.6328125
-698.73046875, 0.64453125
-699.345703125, 0.62890625
-699.873046875, 0.64453125
-700.576171875, 0.640625
-701.19140625, 0.640625
-701.806640625, 0.65234375
-702.421875, 0.6328125
-703.037109375, 0.65234375
-703.65234375, 0.64453125
-704.1796875, 0.64453125
-704.53125, 0.65234375
-704.970703125, 0.6328125
-705.322265625, 0.65625
-705.673828125, 0.63671875
-706.025390625, 0.65625
-706.376953125, 0.64453125
-706.904296875, 0.6484375
-707.431640625, 0.65234375
-708.046875, 0.640625
-708.662109375, 0.66015625
-709.365234375, 0.640625
-710.068359375, 0.65625
-710.859375, 0.65234375
-711.5625, 0.64453125
-712.177734375, 0.66015625
-712.79296875, 0.640625
-713.583984375, 0.66015625
-714.19921875, 0.6484375
-714.814453125, 0.65625
-715.166015625, 0.65625
-715.60546875, 0.6484375
-716.1328125, 0.6640625
-716.66015625, 0.64453125
-717.275390625, 0.66796875
-717.802734375, 0.65625
-718.41796875, 0.65625
-719.033203125, 0.6640625
-719.6484375, 0.6484375
-720.3515625, 0.671875
-721.0546875, 0.6484375
-721.58203125, 0.6640625
-722.197265625, 0.66015625
-722.724609375, 0.65625
-723.33984375, 0.66796875
-723.955078125, 0.65234375
-724.658203125, 0.67578125
-725.44921875, 0.65625
-726.240234375, 0.66796875
-727.119140625, 0.66796875
-727.998046875, 0.66015625
-728.701171875, 0.6796875
-729.4921875, 0.65625
-730.1953125, 0.6796875
-730.986328125, 0.6640625
-731.689453125, 0.66796875
-732.568359375, 0.6796875
-733.359375, 0.66015625
-734.150390625, 0.6796875
-735.029296875, 0.6640625
-735.8203125, 0.6796875
-736.69921875, 0.67578125
-737.490234375, 0.671875
-738.28125, 0.6875
-739.072265625, 0.66796875
-739.6875, 0.6875
-740.21484375, 0.671875
-740.7421875, 0.68359375
-741.181640625, 0.67578125
-741.62109375, 0.66796875
-742.236328125, 0.69140625
-742.939453125, 0.66796875
-743.5546875, 0.6875
-744.345703125, 0.67578125
-745.048828125, 0.6796875
-745.927734375, 0.69140625
-746.71875, 0.67578125
-747.509765625, 0.69140625
-748.4765625, 0.67578125
-749.35546875, 0.69140625
-750.322265625, 0.6875
-751.376953125, 0.6875
-752.431640625, 0.6953125
-753.3984375, 0.67578125
-754.27734375, 0.70703125
-755.068359375, 0.6796875
-755.68359375, 0.6953125
-756.298828125, 0.6953125
-756.826171875, 0.68359375
-757.353515625, 0.703125
-757.79296875, 0.68359375
-758.408203125, 0.703125
-759.0234375, 0.69140625
-759.638671875, 0.69921875
-760.341796875, 0.69921875
-761.044921875, 0.69140625
-761.748046875, 0.70703125
-762.451171875, 0.6875
-763.06640625, 0.703125
-763.681640625, 0.6953125
-764.208984375, 0.69921875
-764.736328125, 0.70703125
-765.263671875, 0.6875
-765.791015625, 0.70703125
-766.40625, 0.69140625
-767.109375, 0.70703125
-767.8125, 0.703125
-768.779296875, 0.69921875
-769.74609375, 0.7109375
-770.625, 0.69921875
-771.50390625, 0.71484375
-772.3828125, 0.69921875
-773.26171875, 0.70703125
-774.052734375, 0.7109375
-775.01953125, 0.703125
-775.8984375, 0.72265625
-776.865234375, 0.69921875
-777.744140625, 0.71875
-778.623046875, 0.70703125
-779.501953125, 0.7109375
-780.29296875, 0.71875
-780.99609375, 0.6953125
-781.69921875, 0.72265625
-782.40234375, 0.70703125
-783.193359375, 0.71875
-783.896484375, 0.71875
-784.775390625, 0.71484375
-785.7421875, 0.7265625
-786.796875, 0.7109375
-787.939453125, 0.7265625
-789.08203125, 0.71875
-790.224609375, 0.73046875
-791.3671875, 0.71875
-792.333984375, 0.71875
-793.212890625, 0.73828125
-794.00390625, 0.71484375
-794.794921875, 0.73828125
-795.498046875, 0.7265625
-796.201171875, 0.7265625
-796.904296875, 0.734375
-797.51953125, 0.71875
-798.134765625, 0.74609375
-798.662109375, 0.71484375
-799.1015625, 0.73828125
-799.541015625, 0.7265625
-799.892578125, 0.73046875
-800.15625, 0.73828125
-800.419921875, 0.72265625
-800.771484375, 0.74609375
-801.2109375, 0.72265625
-801.5625, 0.73828125
-801.9140625, 0.734375
-802.265625, 0.73046875
-802.6171875, 0.73828125
-803.14453125, 0.72265625
-803.583984375, 0.75
-804.0234375, 0.7265625
-804.462890625, 0.734375
-804.90234375, 0.734375
-805.341796875, 0.7265625
-805.693359375, 0.74609375
-806.1328125, 0.7265625
-806.30859375, 0.74609375
-806.572265625, 0.734375
-806.748046875, 0.734375
-807.01171875, 0.74609375
-807.275390625, 0.7265625
-807.451171875, 0.74609375
-807.802734375, 0.73046875
-808.2421875, 0.7421875
-808.681640625, 0.7421875
-809.208984375, 0.73046875
-809.6484375, 0.75
-810.263671875, 0.7265625
-810.87890625, 0.75
-811.494140625, 0.73828125
-812.109375, 0.7421875
-812.8125, 0.74609375
-813.251953125, 0.734375
-813.69140625, 0.75390625
-814.130859375, 0.734375
-814.5703125, 0.75390625
-815.09765625, 0.73828125
-815.625, 0.73828125
-816.240234375, 0.75390625
-816.85546875, 0.734375
-817.470703125, 0.75390625
-818.173828125, 0.73828125
-818.876953125, 0.75
-819.66796875, 0.74609375
-820.458984375, 0.7421875
-821.07421875, 0.75390625
-821.6015625, 0.73828125
-822.216796875, 0.7578125
-822.744140625, 0.7421875
-823.447265625, 0.7578125
-824.0625, 0.7578125
-824.765625, 0.74609375
-825.29296875, 0.76171875
-825.8203125, 0.7421875
-826.34765625, 0.765625
-826.787109375, 0.75390625
-827.2265625, 0.75390625
-827.666015625, 0.765625
-828.017578125, 0.75
-828.28125, 0.765625
-828.6328125, 0.74609375
-828.896484375, 0.76171875
-829.248046875, 0.75390625
-829.599609375, 0.75390625
-830.0390625, 0.765625
-830.56640625, 0.74609375
-831.26953125, 0.76953125
-831.884765625, 0.75
-832.587890625, 0.765625
-833.37890625, 0.76171875
-834.169921875, 0.7578125
-834.873046875, 0.7734375
-835.576171875, 0.75390625
-836.3671875, 0.76953125
-837.0703125, 0.76171875
-837.861328125, 0.765625
-838.564453125, 0.76953125
-839.35546875, 0.7578125
-840.05859375, 0.7734375
-840.76171875, 0.7578125
-841.552734375, 0.7734375
-842.34375, 0.765625
-842.958984375, 0.765625
-843.75, 0.77734375
-844.62890625, 0.76171875
-845.33203125, 0.78125
-845.947265625, 0.765625
-846.5625, 0.7734375
-847.001953125, 0.7734375
-847.44140625, 0.765625
-847.79296875, 0.78515625
-848.14453125, 0.76171875
-848.49609375, 0.78125
-848.671875, 0.765625
-848.935546875, 0.7734375
-849.19921875, 0.77734375
-849.55078125, 0.76953125
-849.814453125, 0.78515625
-850.166015625, 0.76171875
-850.517578125, 0.78515625
-850.95703125, 0.7734375
-851.396484375, 0.7734375
-851.8359375, 0.78125
-852.275390625, 0.76953125
-852.71484375, 0.7890625
-853.06640625, 0.7734375
-853.330078125, 0.78125
-853.76953125, 0.77734375
-854.296875, 0.7734375
-854.736328125, 0.78515625
-855.17578125, 0.76953125
-855.615234375, 0.79296875
-856.142578125, 0.76953125
-856.669921875, 0.78125
-857.197265625, 0.78515625
-857.63671875, 0.7734375
-858.076171875, 0.79296875
-858.603515625, 0.7734375
-859.04296875, 0.7890625
-859.658203125, 0.78125
-860.2734375, 0.78515625
-860.80078125, 0.79296875
-861.328125, 0.77734375
-861.767578125, 0.80078125
-862.294921875, 0.77734375
-862.734375, 0.79296875
-863.173828125, 0.78515625
-863.61328125, 0.78125
-864.052734375, 0.796875
-864.4921875, 0.77734375
-864.931640625, 0.80078125
-865.37109375, 0.78515625
-865.986328125, 0.79296875
-866.689453125, 0.79296875
-867.3046875, 0.7890625
-867.919921875, 0.796875
-868.447265625, 0.7890625
-869.0625, 0.796875
-869.58984375, 0.7890625
-870.1171875, 0.79296875
-870.64453125, 0.80078125
-871.259765625, 0.78515625
-871.962890625, 0.8046875
-872.578125, 0.78515625
-873.28125, 0.80078125
-873.896484375, 0.796875
-874.423828125, 0.79296875
-874.86328125, 0.8046875
-875.302734375, 0.78515625
-875.654296875, 0.80859375
-876.005859375, 0.7890625
-876.357421875, 0.80078125
-876.62109375, 0.80078125
-876.884765625, 0.79296875
-877.1484375, 0.80859375
-877.5, 0.7890625
-877.8515625, 0.8046875
-878.203125, 0.796875
-878.5546875, 0.80078125
-878.90625, 0.80859375
-879.2578125, 0.79296875
-879.697265625, 0.8125
-880.048828125, 0.79296875
-880.400390625, 0.80859375
-880.83984375, 0.8046875
-881.279296875, 0.80078125
-881.630859375, 0.8125
-882.0703125, 0.796875
-882.421875, 0.81640625
-882.861328125, 0.796875
-883.30078125, 0.80859375
-883.740234375, 0.80859375
-884.267578125, 0.80078125
-884.619140625, 0.81640625
-885.05859375, 0.80078125
-885.41015625, 0.81640625
-885.849609375, 0.80078125
-886.376953125, 0.80859375
-887.080078125, 0.81640625
-887.6953125, 0.80078125
-888.310546875, 0.8203125
-889.1015625, 0.80078125
-889.8046875, 0.81640625
-890.419921875, 0.8125
-891.2109375, 0.80859375
-892.001953125, 0.8203125
-892.96875, 0.8046875
-893.84765625, 0.82421875
-894.990234375, 0.80859375
-896.044921875, 0.82421875
-897.275390625, 0.8203125
-898.41796875, 0.81640625
-899.560546875, 0.828125
-900.703125, 0.8125
-901.7578125, 0.83203125
-902.63671875, 0.81640625
-903.515625, 0.82421875
-904.306640625, 0.83203125
-905.09765625, 0.8125
-905.888671875, 0.84375
-906.6796875, 0.81640625
-907.3828125, 0.8359375
-908.173828125, 0.82421875
-908.96484375, 0.82421875
-909.755859375, 0.8359375
-910.634765625, 0.81640625
-911.337890625, 0.84375
-912.216796875, 0.82421875
-913.0078125, 0.8359375
-913.798828125, 0.83984375
-914.58984375, 0.828125
-915.380859375, 0.84765625
-916.259765625, 0.82421875
-916.962890625, 0.84765625
-917.75390625, 0.828125
-918.45703125, 0.83984375
-919.16015625, 0.84765625
-919.951171875, 0.828125
-920.654296875, 0.84765625
-921.4453125, 0.8359375
-922.1484375, 0.8515625
-922.67578125, 0.83984375
-923.203125, 0.83984375
-923.73046875, 0.84765625
-924.2578125, 0.83203125
-924.78515625, 0.85546875
-925.13671875, 0.83984375
-925.576171875, 0.8515625
-925.927734375, 0.84375
-926.3671875, 0.8359375
-926.71875, 0.8515625
-927.158203125, 0.83203125
-927.685546875, 0.86328125
-928.125, 0.83984375
-928.740234375, 0.8515625
-929.443359375, 0.8515625
-930.146484375, 0.8359375
-931.025390625, 0.86328125
-931.81640625, 0.83984375
-932.783203125, 0.859375
-933.75, 0.84765625
-934.892578125, 0.8515625
-936.123046875, 0.859375
-937.265625, 0.8515625
-938.408203125, 0.87109375
-939.55078125, 0.8515625
-940.693359375, 0.86328125
-941.66015625, 0.859375
-942.5390625, 0.85546875
-943.330078125, 0.8671875
-944.12109375, 0.84765625
-944.82421875, 0.87109375
-945.3515625, 0.85546875
-945.966796875, 0.8671875
-946.40625, 0.87109375
-946.93359375, 0.859375
-947.548828125, 0.875
-948.33984375, 0.8515625
-949.04296875, 0.87890625
-949.74609375, 0.86328125
-950.44921875, 0.8671875
-951.328125, 0.8828125
-952.119140625, 0.86328125
-952.91015625, 0.8828125
-953.61328125, 0.8671875
-954.4921875, 0.87890625
-955.283203125, 0.87109375
-956.07421875, 0.8671875
-956.865234375, 0.88671875
-957.744140625, 0.87109375
-958.623046875, 0.87890625
-959.58984375, 0.8671875
-960.732421875, 0.88671875
-961.962890625, 0.8828125
-963.10546875, 0.875
-964.3359375, 0.88671875
-965.56640625, 0.87109375
-966.796875, 0.8984375
-967.939453125, 0.87890625
-968.994140625, 0.88671875
-969.873046875, 0.890625
-970.83984375, 0.87890625
-971.630859375, 0.90625
-972.333984375, 0.88671875
-973.037109375, 0.89453125
-973.740234375, 0.88671875
-974.443359375, 0.8828125
-975.05859375, 0.89453125
-975.5859375, 0.875
-976.11328125, 0.90234375
-976.640625, 0.87890625
-977.255859375, 0.89453125
-977.783203125, 0.8984375
-978.3984375, 0.8828125
-979.013671875, 0.91015625
-979.8046875, 0.8828125
-980.595703125, 0.90234375
-981.298828125, 0.89453125
-982.001953125, 0.89453125
-982.529296875, 0.90234375
-983.056640625, 0.890625
-983.408203125, 0.90625
-983.84765625, 0.890625
-983.84765625, 0.90625
-984.7265625, 0.8984375
-985.341796875, 0.8984375
-985.869140625, 0.91015625
-986.484375, 0.88671875
-987.01171875, 0.921875
-987.451171875, 0.89453125
-987.890625, 0.90625
-988.330078125, 0.90234375
-988.857421875, 0.88671875
-989.384765625, 0.91796875
-989.912109375, 0.89453125
-990.439453125, 0.9140625
-991.0546875, 0.8984375
-991.669921875, 0.90625
-992.28515625, 0.91015625
-992.900390625, 0.8984375
-993.515625, 0.91796875
-994.21875, 0.90234375
-995.009765625, 0.91796875
-995.888671875, 0.90625
-996.6796875, 0.90625
-997.646484375, 0.91796875
-998.525390625, 0.8984375
-999.4921875, 0.921875
-1000.283203125, 0.90234375
-1001.07421875, 0.91796875
-1001.689453125, 0.91796875
-1002.3046875, 0.91015625
-1002.83203125, 0.92578125
-1003.271484375, 0.91015625
-1003.7109375, 0.92578125
-1004.150390625, 0.9140625
-1004.58984375, 0.9140625
-1005.1171875, 0.921875
-1005.64453125, 0.91015625
-1006.34765625, 0.93359375
-1007.138671875, 0.90625
-1007.9296875, 0.92578125
-1008.720703125, 0.91796875
-1009.51171875, 0.91796875
-1010.21484375, 0.92578125
-1010.91796875, 0.91015625
-1011.62109375, 0.93359375
-1012.236328125, 0.91796875
-1012.8515625, 0.9296875
-1013.37890625, 0.92578125
-1013.90625, 0.921875
-1014.43359375, 0.9375
-1014.873046875, 0.91796875
-1015.224609375, 0.93359375
-1015.751953125, 0.91796875
-1016.279296875, 0.9296875
-1016.71875, 0.9296875
-1017.0703125, 0.91796875
-1017.421875, 0.94140625
-1017.861328125, 0.91796875
-1018.30078125, 0.9375
-1018.564453125, 0.92578125
-1018.916015625, 0.92578125
-1019.267578125, 0.9375
-1019.619140625, 0.921875
-1019.970703125, 0.9453125
-1020.322265625, 0.921875
-1020.76171875, 0.9375
-1021.728515625, 0.93359375
-1021.728515625, 0.9296875
-1022.255859375, 0.94140625
-1022.783203125, 0.921875
-1023.310546875, 0.9453125
-1023.92578125, 0.92578125
-1024.541015625, 0.9375
-1025.244140625, 0.94140625
-1025.947265625, 0.92578125
-1026.73828125, 0.9453125
-1027.529296875, 0.921875
-1028.3203125, 0.9453125
-1029.0234375, 0.93359375
-1029.638671875, 0.93359375
-1030.166015625, 0.94921875
-1030.60546875, 0.92578125
-1030.869140625, 0.94921875
-1031.30859375, 0.93359375
-1031.396484375, 0.9453125
-1031.66015625, 0.9375
-1031.923828125, 0.94140625
-1032.275390625, 0.953125
-1032.5390625, 0.9296875
-1032.890625, 0.953125
-1033.2421875, 0.93359375
-1033.59375, 0.9453125
-1033.76953125, 0.9453125
-1034.12109375, 0.9375
-1034.47265625, 0.953125
-1034.82421875, 0.93359375
-1035.263671875, 0.94921875
-1035.615234375, 0.9375
-1036.23046875, 0.9375
-1036.7578125, 0.94921875
-1037.4609375, 0.93359375
-1038.076171875, 0.95703125
-1038.779296875, 0.94140625
-1039.5703125, 0.953125
-1040.361328125, 0.94921875
-1041.15234375, 0.9375
-1041.85546875, 0.96875
-1042.734375, 0.93359375
-1043.525390625, 0.96484375
-1044.228515625, 0.94921875
-1044.84375, 0.953125
-1045.458984375, 0.95703125
-1045.986328125, 0.9453125
-1046.513671875, 0.9609375
-1046.865234375, 0.94921875
-1047.12890625, 0.9609375
-1047.48046875, 0.953125
-1047.744140625, 0.95703125
-1048.095703125, 0.96484375
-1048.359375, 0.94140625
-1048.798828125, 0.97265625
-1049.23828125, 0.9453125
-1049.765625, 0.9609375
-1050.029296875, 0.95703125
-1050.380859375, 0.94921875
-1050.8203125, 0.96484375
-1051.259765625, 0.94140625
-1051.69921875, 0.97265625
-1052.05078125, 0.953125
-1052.490234375, 0.95703125
-1052.9296875, 0.96484375
-1053.369140625, 0.953125
-1053.896484375, 0.97265625
-1054.423828125, 0.94921875
-1055.0390625, 0.97265625
-1055.56640625, 0.95703125
-1056.181640625, 0.9609375
-1056.884765625, 0.97265625
-1057.67578125, 0.953125
-1058.5546875, 0.9765625
-1059.345703125, 0.953125
-1059.9609375, 0.97265625
-1060.48828125, 0.96875
-1060.83984375, 0.9609375
-1061.279296875, 0.9765625
-1061.54296875, 0.95703125
-1062.0703125, 0.9765625
-1062.509765625, 0.96484375
-1063.037109375, 0.97265625
-1063.65234375, 0.97265625
-1064.267578125, 0.9609375
-1064.794921875, 0.984375
-1065.41015625, 0.9609375
-1066.376953125, 0.98046875
-1067.51953125, 0.97265625
-1068.662109375, 0.96875
-1069.716796875, 0.984375
-1070.5078125, 0.96875
-1071.38671875, 0.984375
-1072.08984375, 0.96484375
-1072.880859375, 0.9765625
-1073.759765625, 0.98046875
-1074.55078125, 0.97265625
-1074.90234375, 0.9921875
-1075.25390625, 0.96484375
-1075.517578125, 0.9921875
-1075.78125, 0.97265625
-1075.95703125, 0.984375
-1076.1328125, 0.984375
-1076.484375, 0.97265625
-1076.748046875, 0.98828125
-1077.099609375, 0.97265625
-1077.5390625, 0.9921875
-1078.06640625, 0.98046875
-1078.76953125, 0.98046875
-1079.560546875, 0.98828125
-1080.3515625, 0.97265625
-1081.142578125, 1.0
-1082.021484375, 0.9765625
-1082.8125, 0.9921875
-1083.515625, 0.98828125
-1084.21875, 0.98828125
-1084.833984375, 1.0
-1085.44921875, 0.984375
-1085.9765625, 0.99609375
-1086.416015625, 0.9765625
-1086.767578125, 0.9921875
-1087.294921875, 0.9921875
-1087.822265625, 0.98046875
-1088.26171875, 1.00390625
-1088.7890625, 0.98046875
-1089.31640625, 1.0
-1090.107421875, 0.98828125
-1090.986328125, 0.9921875
-1091.953125, 1.0
-1092.919921875, 0.984375
-1093.974609375, 1.01171875
-1095.1171875, 0.9921875
-1096.435546875, 1.00390625
-1097.666015625, 0.99609375
-1098.896484375, 0.99609375
-1100.21484375, 1.01171875
-1101.62109375, 0.9921875
-1102.8515625, 1.01171875
-1103.90625, 0.99609375
-1104.78515625, 1.0078125
-1105.48828125, 1.01171875
-1106.279296875, 1.0
-1106.806640625, 1.01953125
-1107.421875, 1.0
-1107.94921875, 1.01953125
-1108.4765625, 1.0078125
-1109.091796875, 1.01171875
-1109.619140625, 1.01171875
-1110.234375, 0.99609375
-1110.673828125, 1.0234375
-1111.201171875, 1.0078125
-1111.552734375, 1.01953125
-1111.904296875, 1.01171875
-1112.34375, 1.00390625
-1112.783203125, 1.015625
-1113.310546875, 1.0
-1113.837890625, 1.0234375
-1114.62890625, 1.00390625
-1115.5078125, 1.015625
-1116.5625, 1.01953125
-1117.705078125, 1.0078125
-1118.935546875, 1.03125
-1120.078125, 1.0078125
-1121.220703125, 1.02734375
-1122.275390625, 1.015625
-1123.330078125, 1.01953125
-1124.384765625, 1.03125
-1125.263671875, 1.015625
-1126.142578125, 1.03125
-1126.93359375, 1.01953125
-1127.63671875, 1.03515625
-1128.251953125, 1.02734375
-1128.779296875, 1.02734375
-1129.21875, 1.0390625
-1129.5703125, 1.015625
-1130.009765625, 1.04296875
-1130.2734375, 1.0234375
-1130.712890625, 1.03125
-1131.064453125, 1.03125
-1131.591796875, 1.0234375
-1132.119140625, 1.05078125
-1132.734375, 1.02734375
-1133.4375, 1.0390625
-1134.140625, 1.02734375
-1135.01953125, 1.03125
-1135.810546875, 1.0390625
-1136.6015625, 1.01953125
-1137.216796875, 1.046875
-1137.744140625, 1.02734375
-1138.271484375, 1.03515625
-1138.798828125, 1.03515625
-1139.4140625, 1.03125
-1139.94140625, 1.04296875
-1140.64453125, 1.02734375
-1141.34765625, 1.0546875
-1142.05078125, 1.03125
-1142.75390625, 1.04296875
-1143.544921875, 1.046875
-1144.248046875, 1.03125
-1144.951171875, 1.0546875
-1145.654296875, 1.03125
-1146.357421875, 1.05078125
-1146.884765625, 1.0390625
-1147.5, 1.0390625
-1148.115234375, 1.05078125
-1148.73046875, 1.03125
-1149.43359375, 1.0546875
-1150.13671875, 1.03515625
-1150.927734375, 1.0546875
-1151.806640625, 1.05078125
-1152.7734375, 1.046875
-1153.65234375, 1.05859375
-1154.443359375, 1.0390625
-1155.146484375, 1.05859375
-1155.76171875, 1.04296875
-1156.11328125, 1.0546875
-1156.376953125, 1.05859375
-1156.728515625, 1.04296875
-1156.9921875, 1.0625
-1157.431640625, 1.04296875
-1157.783203125, 1.0546875
-1158.22265625, 1.05078125
-1158.662109375, 1.05078125
-1159.189453125, 1.0625
-1159.716796875, 1.04296875
-1160.244140625, 1.06640625
-1160.68359375, 1.04296875
-1161.2109375, 1.05859375
-1161.73828125, 1.05859375
-1162.177734375, 1.046875
-1162.705078125, 1.0625
-1163.232421875, 1.0390625
-1163.84765625, 1.0703125
-1164.55078125, 1.05078125
-1165.341796875, 1.0625
-1166.044921875, 1.0625
-1166.8359375, 1.05078125
-1167.626953125, 1.07421875
-1168.330078125, 1.0546875
-1168.857421875, 1.06640625
-1169.47265625, 1.05859375
-1170.0, 1.0625
-1170.703125, 1.06640625
-1171.40625, 1.05078125
-1172.021484375, 1.07421875
-1172.724609375, 1.05859375
-1173.515625, 1.07421875
-1174.39453125, 1.06640625
-1175.361328125, 1.05859375
-1176.328125, 1.08203125
-1177.3828125, 1.05859375
-1178.525390625, 1.08203125
-1179.66796875, 1.06640625
-1180.8984375, 1.0703125
-1182.216796875, 1.078125
-1183.53515625, 1.0625
-1184.765625, 1.08984375
-1185.8203125, 1.06640625
-1187.05078125, 1.0859375
-1188.017578125, 1.0703125
-1189.072265625, 1.07421875
-1189.951171875, 1.08984375
-1190.830078125, 1.0703125
-1191.533203125, 1.08984375
-1192.236328125, 1.07421875
-1193.02734375, 1.08984375
-1193.73046875, 1.0859375
-1194.43359375, 1.08203125
-1195.224609375, 1.09765625
-1196.015625, 1.08203125
-1196.806640625, 1.1015625
-1197.7734375, 1.08203125
-1198.65234375, 1.08984375
-1199.443359375, 1.09765625
-1200.234375, 1.08203125
-1200.849609375, 1.09765625
-1201.552734375, 1.078125
-1202.255859375, 1.1015625
-1202.958984375, 1.08984375
-1203.662109375, 1.08984375
-1204.365234375, 1.1015625
-1205.068359375, 1.08984375
-1205.68359375, 1.10546875
-1206.474609375, 1.0859375
-1207.177734375, 1.1015625
-1207.96875, 1.1015625
-1208.759765625, 1.08984375
-1209.638671875, 1.109375
-1210.517578125, 1.09375
-1211.484375, 1.109375
-1212.451171875, 1.09765625
-1213.41796875, 1.1015625
-1214.47265625, 1.109375
-1215.439453125, 1.09375
-1215.439453125, 1.11328125
-1217.4609375, 1.09765625
-1218.427734375, 1.11328125
-1219.39453125, 1.1015625
-1220.2734375, 1.10546875
-1220.9765625, 1.11328125
-1221.6796875, 1.1015625
-1222.470703125, 1.11328125
-1223.0859375, 1.10546875
-1223.61328125, 1.11328125
-1224.140625, 1.11328125
-1224.580078125, 1.10546875
-1225.107421875, 1.12109375
-1225.458984375, 1.10546875
-1225.8984375, 1.12109375
-1226.337890625, 1.10546875
-1226.865234375, 1.11328125
-1227.392578125, 1.12109375
-1227.919921875, 1.11328125
-1228.447265625, 1.12890625
-1229.0625, 1.10546875
-1229.677734375, 1.12109375
-1230.46875, 1.11328125
-1231.259765625, 1.1171875
-1231.962890625, 1.12109375
-1232.666015625, 1.1171875
-1233.369140625, 1.1328125
-1233.984375, 1.11328125
-1234.599609375, 1.125
-1235.21484375, 1.125
-1235.91796875, 1.11328125
-1236.62109375, 1.1328125
-1237.412109375, 1.1171875
-1238.291015625, 1.13671875
-1239.08203125, 1.12109375
-1240.048828125, 1.12890625
-1241.103515625, 1.12890625
-1242.158203125, 1.12109375
-1243.212890625, 1.140625
-1244.267578125, 1.1171875
-1245.234375, 1.13671875
-1246.376953125, 1.12890625
-1247.6953125, 1.1328125
-1248.92578125, 1.14453125
-1250.068359375, 1.12109375
-1251.298828125, 1.1484375
-1252.529296875, 1.13671875
-1253.84765625, 1.140625
-1255.166015625, 1.140625
-1256.748046875, 1.12890625
-1258.41796875, 1.15625
-1260.17578125, 1.13671875
-1261.93359375, 1.15625
-1263.515625, 1.13671875
-1265.009765625, 1.1484375
-1266.6796875, 1.15234375
-1268.173828125, 1.140625
-1269.4921875, 1.16796875
-1270.8984375, 1.13671875
-1272.216796875, 1.16015625
-1273.53515625, 1.15625
-1274.94140625, 1.15625
-1276.34765625, 1.171875
-1277.841796875, 1.15625
-1279.423828125, 1.171875
-1281.005859375, 1.15234375
-1282.587890625, 1.171875
-1284.08203125, 1.16796875
-1285.400390625, 1.15625
-1286.455078125, 1.17578125
-1287.421875, 1.16015625
-1288.212890625, 1.1875
-1289.091796875, 1.1640625
-1290.146484375, 1.171875
-1291.376953125, 1.1796875
-1292.6953125, 1.16796875
-1294.1015625, 1.19140625
-1294.1015625, 1.17578125
-1296.9140625, 1.18359375
-1298.14453125, 1.1796875
-1299.375, 1.17578125
-1300.4296875, 1.1953125
-1301.30859375, 1.17578125
-1302.1875, 1.1953125
-1302.890625, 1.17578125
-1303.59375, 1.1875
-1304.296875, 1.19140625
-1304.82421875, 1.171875
-1305.439453125, 1.203125
-1305.966796875, 1.171875
-1306.40625, 1.19140625
-1306.845703125, 1.1875
-1307.373046875, 1.18359375
-1308.076171875, 1.1953125
-1308.955078125, 1.1796875
-1309.833984375, 1.203125
-1310.888671875, 1.1796875
-1311.943359375, 1.19921875
-1312.998046875, 1.19140625
-1314.228515625, 1.1875
-1315.458984375, 1.203125
-1316.77734375, 1.1875
-1318.095703125, 1.20703125
-1319.326171875, 1.19140625
-1320.46875, 1.19921875
-1321.69921875, 1.203125
-1322.841796875, 1.19921875
-1323.896484375, 1.21484375
-1324.951171875, 1.1953125
-1326.005859375, 1.21484375
-1326.884765625, 1.19921875
-1327.8515625, 1.20703125
-1328.73046875, 1.21484375
-1329.521484375, 1.19921875
-1330.3125, 1.21875
-1331.015625, 1.19921875
-1331.806640625, 1.21875
-1332.685546875, 1.2109375
-1333.4765625, 1.20703125
-1334.1796875, 1.22265625
-1334.8828125, 1.19921875
-1335.76171875, 1.23046875
-1336.640625, 1.2109375
-1337.431640625, 1.21484375
-1338.310546875, 1.21875
-1339.1015625, 1.20703125
-1340.068359375, 1.23046875
-1340.859375, 1.2109375
-1341.5625, 1.2265625
-1342.353515625, 1.21484375
-1343.056640625, 1.21875
-1343.84765625, 1.23046875
-1344.55078125, 1.20703125
-1345.25390625, 1.23828125
-1345.869140625, 1.20703125
-1346.572265625, 1.2265625
-1347.36328125, 1.2265625
-1348.06640625, 1.21875
-1348.857421875, 1.234375
-1349.736328125, 1.2109375
-1350.615234375, 1.23828125
-1351.494140625, 1.2265625
-1352.28515625, 1.23046875
-1352.98828125, 1.234375
-1353.779296875, 1.22265625
-1354.658203125, 1.2421875
-1355.537109375, 1.22265625
-1356.328125, 1.23828125
-1357.03125, 1.23046875
-1357.734375, 1.23046875
-1358.61328125, 1.2421875
-1359.4921875, 1.22265625
-1360.283203125, 1.24609375
-1361.07421875, 1.22265625
-1361.689453125, 1.2421875
-1362.3046875, 1.23828125
-1362.919921875, 1.23046875
-1363.53515625, 1.25
-1364.150390625, 1.22265625
-1364.58984375, 1.24609375
-1365.205078125, 1.234375
-1365.732421875, 1.2421875
-1366.435546875, 1.24609375
-1367.138671875, 1.234375
-1367.9296875, 1.2578125
-1368.6328125, 1.23046875
-1369.423828125, 1.25390625
-1370.126953125, 1.23828125
-1370.7421875, 1.23828125
-1371.4453125, 1.25390625
-1371.97265625, 1.23046875
-1372.587890625, 1.25390625
-1373.203125, 1.2421875
-1373.818359375, 1.25
-1374.521484375, 1.25390625
-1375.224609375, 1.24609375
